# OUT_OF_SCOPE — série de valores, não entra na skill.
# Manutenção separada (regra 4 de 01-plano-extracao.md). Aqui só como
# evidência de conferência contra a tabela mantida à parte.
# documento=manual-de-calculo-trabalhista_2016-1.pdf emissor=TRT-3, Secretaria de Cálculos Judiciais, julho/2016 offset_paginacao=0
# 'serie' = ano, 'chave' = mês. Dois quadros na mesma página:
#   taxa-selic-mensal            — taxa do mês, tributos federais
#   selic-acumulada-ate-maio-2016 — acumulado da competência à vigência
# Zeros em meses posteriores à edição (maio/2016) são do original.
# tipo do indexador (R3): Selic=percentual — reclassificada no BLOCO 19, que
#   RETIROU o valor 'englobante' do vocabulário de tipo_indexador.
#   A Selic ENGLOBA correção e juros: isso segue VERDADEIRO, é FATO DE R1 e
#   vive no campo 'engloba' das cadeias, que não mudou. O que mudou foi só a
#   CLASSE DE R3 — 'englobante' ali era erro de categoria e deixava a Selic
#   cega para a comparação de defasagem, embora ela tenha defasagem.
# Fonte de cada classificacao: skills/calculo-judicial-atualizacao/regras/indexadores-tipo-catalogo.json
pagina_pdf,item,serie,chave,valor,quadro
468,18.15,2008,Março,"0,84%",taxa-selic-mensal
468,18.15,2009,Março,"0,97%",taxa-selic-mensal
468,18.15,2010,Março,"0,76%",taxa-selic-mensal
468,18.15,2011,Março,"0,92%",taxa-selic-mensal
468,18.15,2012,Março,"0,82%",taxa-selic-mensal
468,18.15,2013,Março,"0,55%",taxa-selic-mensal
468,18.15,2014,Março,"0,77%",taxa-selic-mensal
468,18.15,2015,Março,"1,04%",taxa-selic-mensal
468,18.15,2016,Março,"1,16%",taxa-selic-mensal
468,18.15,1995,Abril,"4,26%",taxa-selic-mensal
468,18.15,1996,Abril,"2,07%",taxa-selic-mensal
468,18.15,1997,Abril,"1,66%",taxa-selic-mensal
468,18.15,1998,Abril,"1,71%",taxa-selic-mensal
468,18.15,1999,Abril,"2,35%",taxa-selic-mensal
468,18.15,2000,Abril,"1,30%",taxa-selic-mensal
468,18.15,2001,Abril,"1,19%",taxa-selic-mensal
468,18.15,2002,Abril,"1,48%",taxa-selic-mensal
468,18.15,2003,Abril,"1,87%",taxa-selic-mensal
468,18.15,2004,Abril,"1,18%",taxa-selic-mensal
468,18.15,2005,Abril,"1,41%",taxa-selic-mensal
468,18.15,2006,Abril,"1,08%",taxa-selic-mensal
468,18.15,2007,Abril,"0,94%",taxa-selic-mensal
468,18.15,2008,Abril,"0,90%",taxa-selic-mensal
468,18.15,2009,Abril,"0,84%",taxa-selic-mensal
468,18.15,2010,Abril,"0,67%",taxa-selic-mensal
468,18.15,2011,Abril,"0,84%",taxa-selic-mensal
468,18.15,2012,Abril,"0,71%",taxa-selic-mensal
468,18.15,2013,Abril,"0,61%",taxa-selic-mensal
468,18.15,2014,Abril,"0,82%",taxa-selic-mensal
468,18.15,2015,Abril,"0,95%",taxa-selic-mensal
468,18.15,2016,Abril,"1,06%",taxa-selic-mensal
468,18.15,1995,Maio,"4,25%",taxa-selic-mensal
468,18.15,1996,Maio,"2,01%",taxa-selic-mensal
468,18.15,1997,Maio,"1,58%",taxa-selic-mensal
468,18.15,1998,Maio,"1,63%",taxa-selic-mensal
468,18.15,1999,Maio,"2,02%",taxa-selic-mensal
468,18.15,2000,Maio,"1,49%",taxa-selic-mensal
468,18.15,2001,Maio,"1,34%",taxa-selic-mensal
468,18.15,2002,Maio,"1,41%",taxa-selic-mensal
468,18.15,2003,Maio,"1,97%",taxa-selic-mensal
468,18.15,2004,Maio,"1,23%",taxa-selic-mensal
468,18.15,2005,Maio,"1,50%",taxa-selic-mensal
468,18.15,2006,Maio,"1,28%",taxa-selic-mensal
468,18.15,2007,Maio,"1,03%",taxa-selic-mensal
468,18.15,2008,Maio,"0,88%",taxa-selic-mensal
468,18.15,2009,Maio,"0,77%",taxa-selic-mensal
468,18.15,2010,Maio,"0,75%",taxa-selic-mensal
468,18.15,2011,Maio,"0,99%",taxa-selic-mensal
468,18.15,2012,Maio,"0,74%",taxa-selic-mensal
468,18.15,2013,Maio,"0,60%",taxa-selic-mensal
468,18.15,2014,Maio,"0,87%",taxa-selic-mensal
468,18.15,2015,Maio,"0,99%",taxa-selic-mensal
468,18.15,2016,Maio,"0,00%",taxa-selic-mensal
468,18.15,1995,Junho,"4,04%",taxa-selic-mensal
468,18.15,1996,Junho,"1,98%",taxa-selic-mensal
468,18.15,1997,Junho,"1,61%",taxa-selic-mensal
468,18.15,1998,Junho,"1,60%",taxa-selic-mensal
468,18.15,1999,Junho,"1,67%",taxa-selic-mensal
468,18.15,2000,Junho,"1,39%",taxa-selic-mensal
468,18.15,2001,Junho,"1,27%",taxa-selic-mensal
468,18.15,2002,Junho,"1,33%",taxa-selic-mensal
468,18.15,2003,Junho,"1,86%",taxa-selic-mensal
468,18.15,2004,Junho,"1,23%",taxa-selic-mensal
468,18.15,2005,Junho,"1,59%",taxa-selic-mensal
468,18.15,2006,Junho,"1,18%",taxa-selic-mensal
468,18.15,2007,Junho,"0,91%",taxa-selic-mensal
468,18.15,2008,Junho,"0,96%",taxa-selic-mensal
468,18.15,2009,Junho,"0,76%",taxa-selic-mensal
468,18.15,2010,Junho,"0,79%",taxa-selic-mensal
468,18.15,2011,Junho,"0,96%",taxa-selic-mensal
468,18.15,2012,Junho,"0,64%",taxa-selic-mensal
468,18.15,2013,Junho,"0,61%",taxa-selic-mensal
468,18.15,2014,Junho,"0,82%",taxa-selic-mensal
468,18.15,2015,Junho,"1,07%",taxa-selic-mensal
468,18.15,2016,Junho,"0,00%",taxa-selic-mensal
468,18.15,1995,Julho,"4,02%",taxa-selic-mensal
468,18.15,1996,Julho,"1,93%",taxa-selic-mensal
468,18.15,1997,Julho,"1,60%",taxa-selic-mensal
468,18.15,1998,Julho,"1,70%",taxa-selic-mensal
468,18.15,1999,Julho,"1,66%",taxa-selic-mensal
468,18.15,2000,Julho,"1,31%",taxa-selic-mensal
468,18.15,2001,Julho,"1,50%",taxa-selic-mensal
468,18.15,2002,Julho,"1,54%",taxa-selic-mensal
468,18.15,2003,Julho,"2,08%",taxa-selic-mensal
468,18.15,2004,Julho,"1,29%",taxa-selic-mensal
468,18.15,2005,Julho,"1,51%",taxa-selic-mensal
468,18.15,2006,Julho,"1,17%",taxa-selic-mensal
468,18.15,2007,Julho,"0,97%",taxa-selic-mensal
468,18.15,2008,Julho,"1,07%",taxa-selic-mensal
468,18.15,2009,Julho,"0,79%",taxa-selic-mensal
468,18.15,2010,Julho,"0,86%",taxa-selic-mensal
468,18.15,2011,Julho,"0,97%",taxa-selic-mensal
468,18.15,2012,Julho,"0,68%",taxa-selic-mensal
468,18.15,2013,Julho,"0,72%",taxa-selic-mensal
468,18.15,2014,Julho,"0,95%",taxa-selic-mensal
468,18.15,2015,Julho,"1,18%",taxa-selic-mensal
468,18.15,2016,Julho,"0,00%",taxa-selic-mensal
468,18.15,1995,Agosto,"3,84%",taxa-selic-mensal
468,18.15,1996,Agosto,"1,97%",taxa-selic-mensal
468,18.15,1997,Agosto,"1,59%",taxa-selic-mensal
468,18.15,1998,Agosto,"1,48%",taxa-selic-mensal
468,18.15,1999,Agosto,"1,57%",taxa-selic-mensal
468,18.15,2000,Agosto,"1,41%",taxa-selic-mensal
468,18.15,2001,Agosto,"1,60%",taxa-selic-mensal
468,18.15,2002,Agosto,"1,44%",taxa-selic-mensal
468,18.15,2003,Agosto,"1,77%",taxa-selic-mensal
468,18.15,2004,Agosto,"1,29%",taxa-selic-mensal
468,18.15,2005,Agosto,"1,66%",taxa-selic-mensal
468,18.15,2006,Agosto,"1,26%",taxa-selic-mensal
468,18.15,2007,Agosto,"0,99%",taxa-selic-mensal
468,18.15,2008,Agosto,"1,02%",taxa-selic-mensal
468,18.15,2009,Agosto,"0,69%",taxa-selic-mensal
468,18.15,2010,Agosto,"0,89%",taxa-selic-mensal
468,18.15,2011,Agosto,"1,07%",taxa-selic-mensal
468,18.15,2012,Agosto,"0,69%",taxa-selic-mensal
468,18.15,2013,Agosto,"0,71%",taxa-selic-mensal
468,18.15,2014,Agosto,"0,87%",taxa-selic-mensal
468,18.15,2015,Agosto,"1,11%",taxa-selic-mensal
468,18.15,2016,Agosto,"0,00%",taxa-selic-mensal
468,18.15,1995,Setembro,"3,32%",taxa-selic-mensal
468,18.15,1996,Setembro,"1,90%",taxa-selic-mensal
468,18.15,1997,Setembro,"1,59%",taxa-selic-mensal
468,18.15,1998,Setembro,"2,49%",taxa-selic-mensal
468,18.15,1999,Setembro,"1,49%",taxa-selic-mensal
468,18.15,2000,Setembro,"1,22%",taxa-selic-mensal
468,18.15,2001,Setembro,"1,32%",taxa-selic-mensal
468,18.15,2002,Setembro,"1,38%",taxa-selic-mensal
468,18.15,2003,Setembro,"1,68%",taxa-selic-mensal
468,18.15,2004,Setembro,"1,25%",taxa-selic-mensal
468,18.15,2005,Setembro,"1,50%",taxa-selic-mensal
468,18.15,2006,Setembro,"1,06%",taxa-selic-mensal
468,18.15,2007,Setembro,"0,80%",taxa-selic-mensal
468,18.15,2008,Setembro,"1,10%",taxa-selic-mensal
468,18.15,2009,Setembro,"0,69%",taxa-selic-mensal
468,18.15,2010,Setembro,"0,85%",taxa-selic-mensal
468,18.15,2011,Setembro,"0,94%",taxa-selic-mensal
468,18.15,2012,Setembro,"0,54%",taxa-selic-mensal
468,18.15,2013,Setembro,"0,71%",taxa-selic-mensal
468,18.15,2014,Setembro,"0,91%",taxa-selic-mensal
468,18.15,2015,Setembro,"1,11%",taxa-selic-mensal
468,18.15,2016,Setembro,"0,00%",taxa-selic-mensal
468,18.15,1995,Outubro,"3,09%",taxa-selic-mensal
468,18.15,1996,Outubro,"1,86%",taxa-selic-mensal
468,18.15,1997,Outubro,"1,67%",taxa-selic-mensal
468,18.15,1998,Outubro,"2,94%",taxa-selic-mensal
468,18.15,1999,Outubro,"1,38%",taxa-selic-mensal
468,18.15,2000,Outubro,"1,29%",taxa-selic-mensal
468,18.15,2001,Outubro,"1,53%",taxa-selic-mensal
468,18.15,2002,Outubro,"1,65%",taxa-selic-mensal
468,18.15,2003,Outubro,"1,64%",taxa-selic-mensal
468,18.15,2004,Outubro,"1,21%",taxa-selic-mensal
468,18.15,2005,Outubro,"1,41%",taxa-selic-mensal
468,18.15,2006,Outubro,"1,09%",taxa-selic-mensal
468,18.15,2007,Outubro,"0,93%",taxa-selic-mensal
468,18.15,2008,Outubro,"1,18%",taxa-selic-mensal
468,18.15,2009,Outubro,"0,69%",taxa-selic-mensal
468,18.15,2010,Outubro,"0,81%",taxa-selic-mensal
468,18.15,2011,Outubro,"0,88%",taxa-selic-mensal
468,18.15,2012,Outubro,"0,61%",taxa-selic-mensal
468,18.15,2013,Outubro,"0,81%",taxa-selic-mensal
468,18.15,2014,Outubro,"0,95%",taxa-selic-mensal
468,18.15,2015,Outubro,"1,11%",taxa-selic-mensal
468,18.15,2016,Outubro,"0,00%",taxa-selic-mensal
468,18.15,1995,Novembro,"2,88%",taxa-selic-mensal
468,18.15,1996,Novembro,"1,80%",taxa-selic-mensal
468,18.15,1997,Novembro,"3,04%",taxa-selic-mensal
468,18.15,1998,Novembro,"2,63%",taxa-selic-mensal
468,18.15,1999,Novembro,"1,39%",taxa-selic-mensal
468,18.15,2000,Novembro,"1,22%",taxa-selic-mensal
468,18.15,2001,Novembro,"1,39%",taxa-selic-mensal
468,18.15,2002,Novembro,"1,54%",taxa-selic-mensal
468,18.15,2003,Novembro,"1,34%",taxa-selic-mensal
468,18.15,2004,Novembro,"1,25%",taxa-selic-mensal
468,18.15,2005,Novembro,"1,38%",taxa-selic-mensal
468,18.15,2006,Novembro,"1,02%",taxa-selic-mensal
468,18.15,2007,Novembro,"0,84%",taxa-selic-mensal
468,18.15,2008,Novembro,"1,02%",taxa-selic-mensal
468,18.15,2009,Novembro,"0,66%",taxa-selic-mensal
468,18.15,2010,Novembro,"0,81%",taxa-selic-mensal
468,18.15,2011,Novembro,"0,86%",taxa-selic-mensal
468,18.15,2012,Novembro,"0,55%",taxa-selic-mensal
468,18.15,2013,Novembro,"0,72%",taxa-selic-mensal
468,18.15,2014,Novembro,"0,84%",taxa-selic-mensal
468,18.15,2015,Novembro,"1,06%",taxa-selic-mensal
468,18.15,2016,Novembro,"0,00%",taxa-selic-mensal
468,18.15,1995,Dezembro,"2,78%",taxa-selic-mensal
468,18.15,1996,Dezembro,"1,80%",taxa-selic-mensal
468,18.15,1997,Dezembro,"2,97%",taxa-selic-mensal
468,18.15,1998,Dezembro,"2,40%",taxa-selic-mensal
468,18.15,1999,Dezembro,"1,60%",taxa-selic-mensal
468,18.15,2000,Dezembro,"1,20%",taxa-selic-mensal
468,18.15,2001,Dezembro,"1,39%",taxa-selic-mensal
468,18.15,2002,Dezembro,"1,74%",taxa-selic-mensal
468,18.15,2003,Dezembro,"1,37%",taxa-selic-mensal
468,18.15,2004,Dezembro,"1,48%",taxa-selic-mensal
468,18.15,2005,Dezembro,"1,47%",taxa-selic-mensal
468,18.15,2006,Dezembro,"0,99%",taxa-selic-mensal
468,18.15,2007,Dezembro,"0,84%",taxa-selic-mensal
468,18.15,2008,Dezembro,"1,12%",taxa-selic-mensal
468,18.15,2009,Dezembro,"0,73%",taxa-selic-mensal
468,18.15,2010,Dezembro,"0,93%",taxa-selic-mensal
468,18.15,2011,Dezembro,"0,91%",taxa-selic-mensal
468,18.15,2012,Dezembro,"0,55%",taxa-selic-mensal
468,18.15,2013,Dezembro,"0,79%",taxa-selic-mensal
468,18.15,2014,Dezembro,"0,96%",taxa-selic-mensal
468,18.15,2015,Dezembro,"1,16%",taxa-selic-mensal
468,18.15,2016,Dezembro,"0,00%",taxa-selic-mensal
468,18.15,1995,janeiro,"349,34",selic-acumulada-ate-maio-2016
468,18.15,1996,janeiro,"308,05",selic-acumulada-ate-maio-2016
468,18.15,1997,janeiro,"284,43",selic-acumulada-ate-maio-2016
468,18.15,1998,janeiro,"261,14",selic-acumulada-ate-maio-2016
468,18.15,1999,janeiro,"236,05",selic-acumulada-ate-maio-2016
468,18.15,2000,janeiro,"213,75",selic-acumulada-ate-maio-2016
468,18.15,2001,janeiro,"197,75",selic-acumulada-ate-maio-2016
468,18.15,2002,janeiro,"181,41",selic-acumulada-ate-maio-2016
468,18.15,2003,janeiro,"163,31",selic-acumulada-ate-maio-2016
468,18.15,2004,janeiro,"142,85",selic-acumulada-ate-maio-2016
468,18.15,2005,janeiro,"127,60",selic-acumulada-ate-maio-2016
468,18.15,2006,janeiro,"109,99",selic-acumulada-ate-maio-2016
468,18.15,2007,janeiro,"96,21",selic-acumulada-ate-maio-2016
468,18.15,2008,janeiro,"85,11",selic-acumulada-ate-maio-2016
468,18.15,2009,janeiro,"73,17",selic-acumulada-ate-maio-2016
468,18.15,2010,janeiro,"64,06",selic-acumulada-ate-maio-2016
468,18.15,2011,janeiro,"54,49",selic-acumulada-ate-maio-2016
468,18.15,2012,janeiro,"43,42",selic-acumulada-ate-maio-2016
468,18.15,2013,janeiro,"35,54",selic-acumulada-ate-maio-2016
468,18.15,2014,janeiro,"27,37",selic-acumulada-ate-maio-2016
468,18.15,2015,janeiro,"16,88",selic-acumulada-ate-maio-2016
468,18.15,2016,janeiro,"4,22",selic-acumulada-ate-maio-2016
468,18.15,1995,fevereiro,"345,71",selic-acumulada-ate-maio-2016
468,18.15,1996,fevereiro,"305,70",selic-acumulada-ate-maio-2016
468,18.15,1997,fevereiro,"282,76",selic-acumulada-ate-maio-2016
468,18.15,1998,fevereiro,"259,01",selic-acumulada-ate-maio-2016
468,18.15,1999,fevereiro,"233,67",selic-acumulada-ate-maio-2016
468,18.15,2000,fevereiro,"212,30",selic-acumulada-ate-maio-2016
468,18.15,2001,fevereiro,"196,73",selic-acumulada-ate-maio-2016
468,18.15,2002,fevereiro,"180,16",selic-acumulada-ate-maio-2016
468,18.15,2003,fevereiro,"161,48",selic-acumulada-ate-maio-2016
468,18.15,2004,fevereiro,"141,77",selic-acumulada-ate-maio-2016
468,18.15,2005,fevereiro,"126,38",selic-acumulada-ate-maio-2016
468,18.15,2006,fevereiro,"108,84",selic-acumulada-ate-maio-2016
468,18.15,2007,fevereiro,"95,34",selic-acumulada-ate-maio-2016
468,18.15,2008,fevereiro,"84,31",selic-acumulada-ate-maio-2016
468,18.15,2009,fevereiro,"72,31",selic-acumulada-ate-maio-2016
468,18.15,2010,fevereiro,"63,47",selic-acumulada-ate-maio-2016
468,18.15,2011,fevereiro,"53,65",selic-acumulada-ate-maio-2016
468,18.15,2012,fevereiro,"42,67",selic-acumulada-ate-maio-2016
468,18.15,2013,fevereiro,"35,05",selic-acumulada-ate-maio-2016
468,18.15,2014,fevereiro,"26,58",selic-acumulada-ate-maio-2016
468,18.15,2015,fevereiro,"16,06",selic-acumulada-ate-maio-2016
468,18.15,2016,fevereiro,"3,22",selic-acumulada-ate-maio-2016
468,18.15,1995,março,"343,11",selic-acumulada-ate-maio-2016
468,18.15,1996,março,"303,48",selic-acumulada-ate-maio-2016
468,18.15,1997,março,"281,12",selic-acumulada-ate-maio-2016
468,18.15,1998,março,"256,81",selic-acumulada-ate-maio-2016
468,18.15,1999,março,"230,34",selic-acumulada-ate-maio-2016
468,18.15,2000,março,"210,85",selic-acumulada-ate-maio-2016
468,18.15,2001,março,"195,47",selic-acumulada-ate-maio-2016
468,18.15,2002,março,"178,79",selic-acumulada-ate-maio-2016
468,18.15,2003,março,"159,70",selic-acumulada-ate-maio-2016
468,18.15,2004,março,"140,39",selic-acumulada-ate-maio-2016
468,18.15,2005,março,"124,85",selic-acumulada-ate-maio-2016
468,18.15,2006,março,"107,42",selic-acumulada-ate-maio-2016
468,18.15,2007,março,"94,29",selic-acumulada-ate-maio-2016
468,18.15,2008,março,"83,47",selic-acumulada-ate-maio-2016
468,18.15,2009,março,"71,34",selic-acumulada-ate-maio-2016
468,18.15,2010,março,"62,71",selic-acumulada-ate-maio-2016
468,18.15,2011,março,"52,73",selic-acumulada-ate-maio-2016
468,18.15,2012,março,"41,85",selic-acumulada-ate-maio-2016
468,18.15,2013,março,"34,50",selic-acumulada-ate-maio-2016
468,18.15,2014,março,"25,81",selic-acumulada-ate-maio-2016
468,18.15,2015,março,"15,02",selic-acumulada-ate-maio-2016
468,18.15,2016,março,"2,06",selic-acumulada-ate-maio-2016
468,18.15,1995,abril,"338,85",selic-acumulada-ate-maio-2016
468,18.15,1996,abril,"301,41",selic-acumulada-ate-maio-2016
468,18.15,1997,abril,"279,46",selic-acumulada-ate-maio-2016
468,18.15,1998,abril,"255,10",selic-acumulada-ate-maio-2016
468,18.15,1999,abril,"227,99",selic-acumulada-ate-maio-2016
468,18.15,2000,abril,"209,55",selic-acumulada-ate-maio-2016
468,18.15,2001,abril,"194,28",selic-acumulada-ate-maio-2016
468,18.15,2002,abril,"177,31",selic-acumulada-ate-maio-2016
468,18.15,2003,abril,"157,83",selic-acumulada-ate-maio-2016
468,18.15,2004,abril,"139,21",selic-acumulada-ate-maio-2016
468,18.15,2005,abril,"123,44",selic-acumulada-ate-maio-2016
468,18.15,2006,abril,"106,34",selic-acumulada-ate-maio-2016
468,18.15,2007,abril,"93,35",selic-acumulada-ate-maio-2016
468,18.15,2008,abril,"82,57",selic-acumulada-ate-maio-2016
468,18.15,2009,abril,"70,50",selic-acumulada-ate-maio-2016
468,18.15,2010,abril,"62,04",selic-acumulada-ate-maio-2016
468,18.15,2011,abril,"51,89",selic-acumulada-ate-maio-2016
468,18.15,2012,abril,"41,14",selic-acumulada-ate-maio-2016
468,18.15,2013,abril,"33,89",selic-acumulada-ate-maio-2016
468,18.15,2014,abril,"24,99",selic-acumulada-ate-maio-2016
468,18.15,2015,abril,"14,07",selic-acumulada-ate-maio-2016
468,18.15,2016,abril,"1,00",selic-acumulada-ate-maio-2016
468,18.15,1995,maio,"334,60",selic-acumulada-ate-maio-2016
468,18.15,1996,maio,"299,40",selic-acumulada-ate-maio-2016
468,18.15,1997,maio,"277,88",selic-acumulada-ate-maio-2016
468,18.15,1998,maio,"253,47",selic-acumulada-ate-maio-2016
468,18.15,1999,maio,"225,97",selic-acumulada-ate-maio-2016
468,18.15,2000,maio,"208,06",selic-acumulada-ate-maio-2016
468,18.15,2001,maio,"192,94",selic-acumulada-ate-maio-2016
468,18.15,2002,maio,"175,90",selic-acumulada-ate-maio-2016
468,18.15,2003,maio,"155,86",selic-acumulada-ate-maio-2016
468,18.15,2004,maio,"137,98",selic-acumulada-ate-maio-2016
468,18.15,2005,maio,"121,94",selic-acumulada-ate-maio-2016
468,18.15,2006,maio,"105,06",selic-acumulada-ate-maio-2016
468,18.15,2007,maio,"92,32",selic-acumulada-ate-maio-2016
468,18.15,2008,maio,"81,69",selic-acumulada-ate-maio-2016
468,18.15,2009,maio,"69,73",selic-acumulada-ate-maio-2016
468,18.15,2010,maio,"61,29",selic-acumulada-ate-maio-2016
468,18.15,2011,maio,"50,90",selic-acumulada-ate-maio-2016
468,18.15,2012,maio,"40,40",selic-acumulada-ate-maio-2016
468,18.15,2013,maio,"33,29",selic-acumulada-ate-maio-2016
468,18.15,2014,maio,"24,12",selic-acumulada-ate-maio-2016
468,18.15,2015,maio,"13,08",selic-acumulada-ate-maio-2016
468,18.15,2016,maio,----,selic-acumulada-ate-maio-2016
468,18.15,1995,junho,"330,56",selic-acumulada-ate-maio-2016
468,18.15,1996,junho,"297,42",selic-acumulada-ate-maio-2016
468,18.15,1997,junho,"276,27",selic-acumulada-ate-maio-2016
468,18.15,1998,junho,"251,87",selic-acumulada-ate-maio-2016
468,18.15,1999,junho,"224,30",selic-acumulada-ate-maio-2016
468,18.15,2000,junho,"206,67",selic-acumulada-ate-maio-2016
468,18.15,2001,junho,"191,67",selic-acumulada-ate-maio-2016
468,18.15,2002,junho,"174,57",selic-acumulada-ate-maio-2016
468,18.15,2003,junho,"154,00",selic-acumulada-ate-maio-2016
468,18.15,2004,junho,"136,75",selic-acumulada-ate-maio-2016
468,18.15,2005,junho,"120,35",selic-acumulada-ate-maio-2016
468,18.15,2006,junho,"103,88",selic-acumulada-ate-maio-2016
468,18.15,2007,junho,"91,41",selic-acumulada-ate-maio-2016
468,18.15,2008,junho,"80,73",selic-acumulada-ate-maio-2016
468,18.15,2009,junho,"68,97",selic-acumulada-ate-maio-2016
468,18.15,2010,junho,"60,50",selic-acumulada-ate-maio-2016
468,18.15,2011,junho,"49,94",selic-acumulada-ate-maio-2016
468,18.15,2012,junho,"39,76",selic-acumulada-ate-maio-2016
468,18.15,2013,junho,"32,68",selic-acumulada-ate-maio-2016
468,18.15,2014,junho,"23,30",selic-acumulada-ate-maio-2016
468,18.15,2015,junho,"12,01",selic-acumulada-ate-maio-2016
468,18.15,2016,junho,"0,00",selic-acumulada-ate-maio-2016
468,18.15,1995,julho,"326,54",selic-acumulada-ate-maio-2016
468,18.15,1996,julho,"295,49",selic-acumulada-ate-maio-2016
468,18.15,1997,julho,"274,67",selic-acumulada-ate-maio-2016
468,18.15,1998,julho,"250,17",selic-acumulada-ate-maio-2016
468,18.15,1999,julho,"222,64",selic-acumulada-ate-maio-2016
